RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	s151162	chrX	49590518	51332808	1742291	537	42.0
RG	s151162	chrX	53076652	55000310	1923659	1600	58.4
RG	s151162	chrX	55075991	77785774	22709784	4454	44.0
RG	s151162	chrX	77962553	119470378	41507826	7040	42.5
RG	s151162	chrX	119539547	129447070	9907524	1421	45.9
RG	s151162	chrX	129647585	140216143	10568559	2939	50.9
RG	s151162	chrX	141838348	149760789	7922442	815	39.9
RG	s151162	chrX	149884335	152638331	2753997	677	34.6
RG	s151162	chrX	152766665	154092117	1325453	1638	60.3
RG	s151162	chrX	154144157	155997637	1853481	1219	34.7
RG	s151165	chrX	284193	1198547	914355	251	54.3
RG	s151165	chrX	2774642	24308286	21533645	5660	55.8
RG	s151165	chrX	24465713	48068061	23602349	4636	37.5
RG	s151165	chrX	48190122	49332574	1142453	1464	48.5
RG	s151165	chrX	49590518	52336597	2746080	650	35.9
RG	s151165	chrX	53076652	70236331	17159680	3266	51.7
RG	s151165	chrX	70329613	101487480	31157868	5261	50.3
RG	s151165	chrX	101552875	103499812	1946938	493	10.0
RG	s151165	chrX	103676032	119467988	15791957	3849	50.2
RG	s151165	chrX	119539547	119903290	363744	265	14.8
RG	s151165	chrX	120838202	135905954	15067753	2748	51.6
RG	s151165	chrX	135906995	140503801	4596807	1172	39.8
RG	s151165	chrX	141626101	149760789	8134689	850	43.2
RG	s151165	chrX	149884335	153505815	3621481	1268	55.2
RG	s151165	chrX	153536474	155773754	2237281	2404	59.0
RG	s151173	chrX	101231523	101346607	115085	158	8.9
RG	s151173	chrX	115610210	118584705	2974496	422	17.0
RG	s151173	chrX	119758937	120253293	494357	191	20.8
RG	s151192	chrX	2774642	15244310	12469669	2577	53.6
RG	s151192	chrX	15269706	24308286	9038581	3079	44.1
RG	s151192	chrX	24465713	48109911	23644199	4657	48.5
RG	s151192	chrX	48257035	51332808	3075774	1993	36.8
RG	s151192	chrX	51407161	53937874	2530714	990	39.5
RG	s151192	chrX	55075991	68647734	13571744	1261	50.3
RG	s151192	chrX	68717128	70133901	1416774	213	29.8
RG	s151192	chrX	70296984	77785774	7488791	2684	54.2
RG	s151192	chrX	78104383	103216081	25111699	2902	50.4
RG	s151192	chrX	103676032	108156993	4480962	1355	57.6
RG	s151192	chrX	108169392	119467988	11298597	2456	45.9
RG	s151192	chrX	119539547	120526613	987067	501	25.3
RG	s151192	chrX	120604747	135905954	15301208	2805	52.0
RG	s151192	chrX	135906995	136648057	741063	544	41.4
RG	s151192	chrX	137566471	140017187	2450717	423	19.7
RG	s151192	chrX	141838348	147912123	6073776	437	33.1
RG	s151192	chrX	147936462	153418464	5482003	1479	55.2
RG	s151192	chrX	153536474	154295722	759249	1222	26.5
RG	s151192	chrX	154305217	155898011	1592795	1178	49.3
RG	s151733	chrX	2781927	5892715	3110789	687	63.8
RG	s151733	chrX	7050240	9914059	2863820	481	36.6
RG	s151733	chrX	9932108	24362509	14430402	4426	48.6
RG	s151733	chrX	24465713	48109911	23644199	4645	54.4
RG	s151733	chrX	48190122	49590497	1400376	1508	54.1
RG	s151733	chrX	49830325	52336621	2506297	599	28.2
RG	s151733	chrX	53076652	53394729	318078	280	13.1
RG	s151733	chrX	53403622	55075948	1672327	1403	53.0
RG	s151733	chrX	55077325	69161322	14083998	1343	53.9
RG	s151733	chrX	69505446	70280123	774678	286	52.6
RG	s151733	chrX	70329613	71529637	1200025	1194	41.8
RG	s151733	chrX	72129723	77785774	5656052	1307	55.7
RG	s151733	chrX	77962553	136872260	58909708	11125	53.1
RG	s151733	chrX	137030136	140216143	3186008	450	3.8
RG	s151733	chrX	141176623	141905018	728396	151	44.8
RG	s151733	chrX	143025772	155997637	12971866	4352	62.0
RG	s151736	chrX	56074535	63299368	7224834	221	9.4
RG	s151736	chrX	96735725	97347972	612248	130	12.5
RG	s151736	chrX	153929867	154295722	365856	343	36.4
RG	s151739	chrX	2770643	9914059	7143417	1328	47.0
RG	s151739	chrX	9932108	19343798	9411691	2919	51.4
RG	s151739	chrX	19349281	24362509	5013229	1478	53.1
RG	s151739	chrX	24465713	39661174	15195462	2249	53.6
RG	s151739	chrX	40581020	47142265	6561246	1460	40.7
RG	s151739	chrX	47198136	49301397	2103262	2190	43.8
RG	s151739	chrX	49830325	63299368	13469044	2818	51.4
RG	s151739	chrX	64190181	102332634	38142454	6751	53.3
RG	s151739	chrX	102602063	118974766	16372704	3962	51.3
RG	s151739	chrX	119539547	120526613	987067	499	34.3
RG	s151739	chrX	120604747	135905954	15301208	2789	57.6
RG	s151739	chrX	135906995	136872260	965266	667	16.8
RG	s151739	chrX	141176623	141905018	728396	138	10.5
RG	s151739	chrX	143025772	149594255	6568484	585	45.9
RG	s151739	chrX	149689040	155997637	6308598	3750	64.1
RG	s151758	chrX	55452452	63299368	7846917	288	14.6
RG	s151758	chrX	68647858	70258377	1610520	348	11.1
RG	s151758	chrX	70329613	103499812	33170200	5806	49.6
RG	s151758	chrX	103676032	118584705	14908674	3362	56.2
RG	s151758	chrX	118588082	119467988	879907	484	46.2
RG	s151758	chrX	119539547	123665613	4126067	910	33.8
RG	s151758	chrX	154460195	155773754	1313560	732	14.7
RG	s151769	chrX	2781927	24363251	21581325	5765	61.7
RG	s151769	chrX	24465713	41184508	16718796	2694	49.8
RG	s151769	chrX	41198483	48131539	6933057	1950	47.5
RG	s151769	chrX	48187757	49157386	969630	1039	42.8
RG	s151769	chrX	49590518	52336597	2746080	653	35.8
RG	s151769	chrX	53076652	63299368	10222717	2131	47.6
RG	s151769	chrX	66018839	70280123	4261285	812	27.8
RG	s151769	chrX	70329613	72461965	2132353	1579	49.5
RG	s151769	chrX	72599745	77785774	5186030	1031	28.8
RG	s151769	chrX	77829268	119467988	41638721	7063	52.2
RG	s151769	chrX	119539547	129919339	10379793	1866	49.5
RG	s151769	chrX	130129547	133414710	3285164	775	39.3
RG	s151769	chrX	135158153	136747298	1589146	937	48.6
RG	s151769	chrX	137566471	139924233	2357763	396	18.0
RG	s151769	chrX	141176623	154531643	13355021	4095	61.8
RG	s151788	chrX	1341675	1421639	79965	110	22.5
RG	s151788	chrX	2781927	15688707	12906781	2987	57.2
RG	s151788	chrX	15749975	18507037	2757063	752	40.4
RG	s151788	chrX	18707745	19536177	828433	589	37.6
RG	s151788	chrX	19917143	47142265	27225123	5023	44.5
RG	s151788	chrX	47370536	49249316	1878781	1898	59.7
RG	s151788	chrX	49830325	51332808	1502484	487	19.8
RG	s151788	chrX	51407161	52624956	1217796	96	6.5
RG	s151788	chrX	53076652	55075948	1999297	1704	38.0
RG	s151788	chrX	55143793	77863921	22720129	4439	53.3
RG	s151788	chrX	78104383	103216081	25111699	2885	51.2
RG	s151788	chrX	103499914	119467988	15968075	3905	42.5
RG	s151788	chrX	120604747	136872260	16267514	3491	55.4
RG	s151788	chrX	137566471	140216143	2649673	443	14.6
RG	s151788	chrX	141838348	147912324	6073977	439	34.6
RG	s151788	chrX	147936462	149760789	1824328	337	37.5
RG	s151788	chrX	150228147	153418464	3190318	1106	55.1
RG	s151788	chrX	153643394	154695922	1052529	1807	60.6
RG	s151831	chrX	2781927	48187705	45405779	10421	48.1
RG	s151831	chrX	48257035	49345692	1088658	1425	58.0
RG	s151831	chrX	49830325	51332808	1502484	487	20.1
RG	s151831	chrX	52624971	52862350	237380	54	23.0
RG	s151831	chrX	53076652	63299368	10222717	2111	33.6
RG	s151831	chrX	68048298	70258377	2210080	461	23.9
RG	s151831	chrX	70329613	85247510	14917898	3628	41.2
RG	s151831	chrX	85864590	102332794	16468205	1727	51.3
RG	s151831	chrX	103499914	119616293	16116380	4054	51.6
RG	s151831	chrX	119646893	132023394	12376502	2396	57.2
RG	s151831	chrX	132054631	136872260	4817630	1529	46.2
RG	s151831	chrX	141176623	153949246	12772624	3103	59.5
RG	s151831	chrX	153950146	155898011	1947866	1443	41.0
RG	s151833	chrX	2781927	6383954	3602028	746	51.4
RG	s151833	chrX	8499430	16667413	8167984	2242	60.0
RG	s151833	chrX	16678311	46450251	29771941	6060	52.6
RG	s151833	chrX	46574112	49317093	2742982	2554	54.1
RG	s151833	chrX	49830325	52862350	3032026	670	37.9
RG	s151833	chrX	53076652	57592318	4515667	2043	41.3
RG	s151833	chrX	63299393	73447149	10147757	3149	31.7
RG	s151833	chrX	74521006	101346607	26825602	2919	45.3
RG	s151833	chrX	103062906	107052830	3989925	1073	28.1
RG	s151833	chrX	107522349	116040389	8518041	2047	39.1
RG	s151833	chrX	117898947	119467988	1569042	740	44.6
RG	s151833	chrX	119539547	135718947	16179401	3312	53.6
RG	s151833	chrX	135882828	136872260	989433	744	26.0
RG	s151833	chrX	141838348	143025754	1187407	164	4.4
RG	s151833	chrX	143508872	148500984	4992113	335	24.5
RG	s151833	chrX	149689040	153794426	4105387	1975	53.6
RG	s151833	chrX	153862647	154045739	183093	499	25.5
RG	s151833	chrX	154408985	155773754	1364770	870	20.1
RG	s151834	chrX	55258410	57592318	2333909	256	7.9
RG	s151834	chrX	153766199	153929778	163580	531	43.0
RG	s151834	chrX	153941449	154092117	150669	277	23.3
RG	s151883	chrX	2781927	2958173	176247	230	11.2
RG	s151883	chrX	3271963	5892715	2620753	313	66.5
RG	s151883	chrX	7050240	20116575	13066336	3935	58.9
RG	s151883	chrX	21967399	49301397	27333999	6844	54.4
RG	s151883	chrX	49590518	52862383	3271866	707	29.6
RG	s151883	chrX	53076652	54749729	1673078	1291	19.8
RG	s151883	chrX	55220395	69616320	14395926	1335	36.5
RG	s151883	chrX	70329613	71223737	894125	793	44.9
RG	s151883	chrX	72129738	74591550	2461813	798	20.9
RG	s151883	chrX	77829268	119467988	41638721	7038	51.5
RG	s151883	chrX	119539547	119903290	363744	265	18.1
RG	s151883	chrX	120558005	135905954	15347950	2806	45.0
RG	s151883	chrX	135906995	136648057	741063	544	20.7
RG	s151883	chrX	141906309	149688914	7782606	682	36.3
RG	s151883	chrX	150228147	155773754	5545608	3665	68.9
RG	s151885	chrX	9822984	10184937	361954	245	6.3
RG	s151885	chrX	72129723	91435499	19305777	2722	46.6
RG	s151885	chrX	153950146	154295722	345577	268	16.8
RG	s151894	chrX	2781927	7843025	5061099	835	58.4
RG	s151894	chrX	8127064	23683456	15556393	4348	54.1
RG	s151894	chrX	23703867	102332634	78628768	16233	52.4
RG	s151894	chrX	102602063	136872260	34270198	8250	46.5
RG	s151894	chrX	141838348	154193551	12355204	3297	60.3
RG	s151894	chrX	154295725	155773754	1478030	1182	50.9
RG	s151914	chrX	2781927	12138928	9357002	1819	58.0
RG	s151914	chrX	12791542	15688707	2897166	1054	45.4
RG	s151914	chrX	15749975	24308286	8558312	2692	53.1
RG	s151914	chrX	24465713	39661174	15195462	2261	49.2
RG	s151914	chrX	40581020	47142265	6561246	1469	58.4
RG	s151914	chrX	47198136	49157386	1959251	1794	50.8
RG	s151914	chrX	49210570	49301397	90828	271	23.9
RG	s151914	chrX	49590518	51332808	1742291	544	28.0
RG	s151914	chrX	53076652	55075948	1999297	1705	50.5
RG	s151914	chrX	55143793	63299368	8155576	394	35.9
RG	s151914	chrX	64917914	69161322	4243409	695	12.8
RG	s151914	chrX	69505244	77785774	8280531	3085	58.0
RG	s151914	chrX	77962553	102460502	24497950	2785	53.8
RG	s151914	chrX	102602063	108150112	5548050	1674	43.3
RG	s151914	chrX	108169392	120075879	11906488	2855	44.0
RG	s151914	chrX	120253418	136487929	16234512	3516	45.1
RG	s151914	chrX	137566471	140216143	2649673	441	6.1
RG	s151914	chrX	141176623	153504546	12327924	2183	57.2
RG	s151914	chrX	153536474	154531643	995170	1875	58.7
RG	s151927	chrX	49603622	51332808	1729187	528	11.5
RG	s151927	chrX	118378532	119073307	694776	516	37.7
RG	s151927	chrX	153929867	154295722	365856	344	14.9
RG	s151927	chrX	154398308	155773754	1375447	932	47.7
RG	s151942	chrX	2781927	24362509	21580583	5738	58.4
RG	s151942	chrX	24465713	48131539	23665827	4703	49.9
RG	s151942	chrX	48187757	49572087	1384331	1498	57.5
RG	s151942	chrX	49830325	51491598	1661274	527	35.7
RG	s151942	chrX	53076652	102332634	49255983	8997	53.0
RG	s151942	chrX	102602063	119469587	16867525	4210	47.1
RG	s151942	chrX	119539718	136872260	17332543	4085	54.7
RG	s151942	chrX	138632741	140216143	1583403	415	10.3
RG	s151942	chrX	141838348	155773754	13935407	4556	61.3
RG	s152049	chrX	2774642	43656213	40881572	8841	50.2
RG	s152049	chrX	43683500	49157386	5473887	2631	49.0
RG	s152049	chrX	49830325	52336597	2506273	600	25.3
RG	s152049	chrX	53533467	70258377	16724911	2856	22.0
RG	s152049	chrX	70329613	119467988	49138376	9711	48.4
RG	s152049	chrX	119539547	136872260	17332714	4063	48.8
RG	s152049	chrX	137566471	140216143	2649673	440	18.3
RG	s152049	chrX	141838348	155773754	13935407	4493	58.1
RG	s152050	chrX	34942897	37406209	2463313	397	9.4
RG	s152050	chrX	147189691	151227525	4037835	798	37.7
RG	s152051	chrX	334250	386252	52003	113	24.3
RG	s152051	chrX	2717500	6383954	3666455	801	62.1
RG	s152051	chrX	8499430	46450251	37950822	8410	52.0
RG	s152051	chrX	46574112	49301397	2727286	2562	50.6
RG	s152051	chrX	49687636	52336597	2648962	625	51.2
RG	s152051	chrX	53076652	57592188	4515537	2062	42.7
RG	s152051	chrX	63299393	102332634	39033242	6872	55.9
RG	s152051	chrX	102602063	107052830	4450768	1212	26.0
RG	s152051	chrX	107112991	119467988	12354998	2988	42.3
RG	s152051	chrX	119539547	119903290	363744	267	22.3
RG	s152051	chrX	120253418	135718947	15465530	2996	45.2
RG	s152051	chrX	136197186	136872260	675075	474	37.7
RG	s152051	chrX	141838348	154531643	12693296	4037	66.8
RG	s152051	chrX	154648380	155773754	1125375	465	19.6
RG	s155540	chrX	2770643	5892715	3122073	694	59.2
RG	s155540	chrX	7050240	8465244	1415005	168	49.4
RG	s155540	chrX	8499430	11254612	2755183	729	39.5
RG	s155540	chrX	11664192	24308286	12644095	3952	51.6
RG	s155540	chrX	24465434	38352548	13887115	2179	36.1
RG	s155540	chrX	38381425	46450251	8068827	1366	42.6
RG	s155540	chrX	47198136	49317093	2118958	2265	46.6
RG	s155540	chrX	49603622	51332808	1729187	528	24.5
RG	s155540	chrX	51407161	52789664	1382504	139	11.1
RG	s155540	chrX	53076652	57592188	4515537	2064	47.3
RG	s155540	chrX	63299393	70280123	6980731	1248	31.2
RG	s155540	chrX	70448441	119467988	49019548	9624	51.6
RG	s155540	chrX	119539551	135718947	16179397	3336	49.0
RG	s155540	chrX	135882828	140216143	4333316	1240	34.6
RG	s155540	chrX	141838348	153794426	11956079	2769	63.2
RG	s155540	chrX	153803408	155773754	1970347	1800	37.5
RG	s155541	chrX	26138941	46450251	20311311	3266	44.0
RG	s155541	chrX	103499914	105195472	1695559	327	17.4
RG	s155541	chrX	143025772	145822246	2796475	126	15.4
RG	s161929	chrX	1282813	2319180	1036368	342	69.0
RG	s161929	chrX	2392392	41123388	38730997	8325	57.3
RG	s161929	chrX	153929867	154295722	365856	349	39.5
RG	s162117	chrX	2489166	5892715	3403550	766	55.5
RG	s162117	chrX	7050240	39661174	32610935	7190	50.5
RG	s162117	chrX	40581020	47142265	6561246	1456	42.6
RG	s162117	chrX	47198136	48057157	859022	677	29.4
RG	s162117	chrX	48109932	49301397	1191466	1486	43.8
RG	s162117	chrX	49830325	52336597	2506273	600	32.8
RG	s162117	chrX	53076652	74591550	21514899	5638	51.6
RG	s162117	chrX	75069092	88753385	13684294	1741	20.8
RG	s162117	chrX	93671873	118378527	24706655	4835	58.7
RG	s162117	chrX	118542946	119379559	836614	508	28.9
RG	s162117	chrX	119539547	140503801	20964255	4534	50.9
RG	s162117	chrX	141838348	148501022	6662675	535	33.8
RG	s162117	chrX	150228147	155898011	5669865	3682	69.7
RG	s163722	chrX	30236094	31071440	835347	229	8.1
RG	s163722	chrX	71096503	71911225	814723	881	23.8
RG	s163722	chrX	74031662	78104228	4072567	782	11.8
RG	s163722	chrX	84934491	85835989	901499	231	17.1
RG	s163733	chrX	16123935	17376380	1252446	363	15.9
RG	s163733	chrX	35800419	37406209	1605791	358	14.1
RG	s163733	chrX	146619548	147911925	1292378	90	9.1
RG	s163733	chrX	153952725	155773754	1821030	1448	40.1
RG	s163741	chrX	284193	1198547	914355	250	52.6
RG	s163741	chrX	28789324	41447831	12658508	2453	39.2
RG	s163741	chrX	130340187	132379469	2039283	464	6.3
RG	s163742	chrX	130340187	132379469	2039283	467	6.2
RG	s172395	chrX	153929867	154295722	365856	348	37.7
RG	s172396	chrX	2781927	6383954	3602028	751	58.4
RG	s172396	chrX	7050240	49317093	42266854	11108	50.4
RG	s172396	chrX	49590518	52336597	2746080	650	26.7
RG	s172396	chrX	53076652	70283924	17207273	3424	41.8
RG	s172396	chrX	70329613	104166746	33837134	6055	50.9
RG	s172396	chrX	105195529	119426250	14230722	3585	43.5
RG	s172396	chrX	119539551	119903290	363740	266	11.2
RG	s172396	chrX	120253418	136648057	16394640	3597	36.9
RG	s172396	chrX	140504234	141697361	1193128	110	26.6
RG	s172396	chrX	141838348	143883958	2045611	248	15.1
RG	s172396	chrX	145247538	149768792	4521255	554	28.7
RG	s172396	chrX	149884335	152759368	2875034	809	32.1
RG	s172396	chrX	152828525	154399167	1570643	1907	60.9
RG	s172396	chrX	154402778	155773754	1370977	909	54.4
RG	s172397	chrX	153929867	154295722	365856	354	36.8
RG	s173796	chrX	24172713	27979490	3806778	613	7.7
RG	s173796	chrX	71103269	72181551	1078283	936	41.8
RG	s173796	chrX	100156267	101079044	922778	464	20.9
RG	s173797	chrX	2781927	3817706	1035780	670	49.1
RG	s173797	chrX	5892864	9822946	3930083	558	30.8
RG	s173797	chrX	9873670	48131539	38257870	9153	54.7
RG	s173797	chrX	48190122	49345692	1155571	1491	49.5
RG	s173797	chrX	50156232	52624956	2468725	478	41.4
RG	s173797	chrX	53076652	72461965	19385314	5047	47.0
RG	s173797	chrX	73447157	102332794	28885638	3676	49.5
RG	s173797	chrX	102602063	136872260	34270198	8276	48.6
RG	s173797	chrX	138632741	140216143	1583403	410	9.2
RG	s173797	chrX	141838348	152759368	10921021	1643	47.5
RG	s173797	chrX	152828525	155773754	2945230	2824	68.9
RG	s173798	chrX	2781927	5892715	3110789	687	57.4
RG	s173798	chrX	7050240	24172699	17122460	4744	52.8
RG	s173798	chrX	24308342	41123388	16815047	2691	48.7
RG	s173798	chrX	41334186	49590532	8256347	3331	49.0
RG	s173798	chrX	50156232	52336597	2180366	476	24.5
RG	s173798	chrX	53076652	102460502	49383851	8931	50.4
RG	s173798	chrX	102602063	119220930	16618868	4100	50.4
RG	s173798	chrX	119539551	136872260	17332710	4036	48.2
RG	s173798	chrX	141838348	149597896	7759549	740	32.0
RG	s173798	chrX	149689040	152759368	3070329	861	46.4
RG	s173798	chrX	152828525	155898011	3069487	2830	51.8
RG	s173799	chrX	2489166	17376380	14887215	3605	53.6
RG	s173799	chrX	34630273	36228542	1598270	243	8.6
RG	s173799	chrX	41334186	47080975	5746790	963	35.0
RG	s173799	chrX	69161421	70258377	1096957	239	10.5
RG	s173799	chrX	70329613	111681060	41351448	8242	52.2
RG	s173799	chrX	154011013	154448407	437395	561	21.4
RG	s173800	chrX	48212875	48576920	364046	340	34.1
RG	s173800	chrX	100957443	101390479	433037	436	32.1
RG	s177839	chrX	2774642	5892715	3118074	691	74.6
RG	s177839	chrX	8499430	15799840	7300411	2096	55.7
RG	s177839	chrX	15803890	46450251	30646362	6285	50.8
RG	s177839	chrX	46758708	49157386	2398679	2058	47.1
RG	s177839	chrX	50156232	107052830	56896599	10817	48.1
RG	s177839	chrX	107522349	119469587	11947239	2895	50.6
RG	s177839	chrX	119539718	135905954	16366237	3403	45.3
RG	s177839	chrX	135906995	136872260	965266	672	37.3
RG	s177839	chrX	141838348	155898011	14059664	4576	64.7
RG	s177852	chrX	2770643	6383954	3613312	755	53.3
RG	s177852	chrX	8499430	15749930	7250501	2017	44.8
RG	s177852	chrX	15782446	19343809	3561364	1179	41.9
RG	s177852	chrX	19349281	49301397	29952117	7641	53.1
RG	s177852	chrX	49830325	52862350	3032026	667	24.9
RG	s177852	chrX	53533467	72461965	18928499	4612	42.1
RG	s177852	chrX	74031662	82497717	8466056	1245	24.8
RG	s177852	chrX	84934491	102332794	17398304	1927	52.0
RG	s177852	chrX	102887992	106928180	4040189	1017	26.5
RG	s177852	chrX	107212905	119467988	12255084	2901	48.7
RG	s177852	chrX	119539720	135248996	15709277	3141	45.5
RG	s177852	chrX	135520895	136487929	967035	632	36.0
RG	s177852	chrX	138632741	140504074	1871334	424	48.8
RG	s177852	chrX	141838348	149597896	7759549	743	53.4
RG	s177852	chrX	150228147	155898011	5669865	3665	52.1
RG	s177859	chrX	2770643	9822946	7052304	1277	48.3
RG	s177859	chrX	9873670	18707736	8834067	2588	53.4
RG	s177859	chrX	18749771	24362509	5612739	1840	51.9
RG	s177859	chrX	24465713	46450251	21984539	3528	53.8
RG	s177859	chrX	46574112	49062215	2488104	2027	48.1
RG	s177859	chrX	49687636	51332808	1645173	509	36.3
RG	s177859	chrX	51743735	57592188	5848454	2215	51.6
RG	s177859	chrX	63299393	71529637	8230245	2548	47.0
RG	s177859	chrX	72129723	102887811	30758089	4240	50.1
RG	s177859	chrX	103062906	117919313	14856408	3362	55.9
RG	s177859	chrX	117972650	119073307	1100658	536	43.1
RG	s177859	chrX	119539551	140503801	20964251	4574	52.6
RG	s177859	chrX	141838348	153794426	11956079	2738	57.9
RG	s177859	chrX	154295725	155997637	1701913	1199	47.0
RG	s177896	chrX	34630273	36985660	2355388	347	9.3
RG	s177896	chrX	146619548	149482586	2863039	329	13.1
RG	s178221	chrX	101832078	102602008	769931	152	30.1
RG	s178221	chrX	114630798	115113157	482360	110	16.9
RG	s178221	chrX	132023398	132628130	604733	163	5.9
RG	s178223	chrX	2774642	7843025	5068384	883	57.4
RG	s178223	chrX	9822984	49317093	39494110	10711	56.8
RG	s178223	chrX	51743735	53533421	1789687	589	38.4
RG	s178223	chrX	53573710	63299368	9725659	1526	47.9
RG	s178223	chrX	64917914	72461965	7544052	2683	54.7
RG	s178223	chrX	73127484	102460502	29333019	3726	53.2
RG	s178223	chrX	102602063	107052830	4450768	1206	27.8
RG	s178223	chrX	107522349	119467988	11945640	2887	46.5
RG	s178223	chrX	119539547	135123218	15583672	3132	51.8
RG	s178223	chrX	137030136	140216143	3186008	447	9.3
RG	s178223	chrX	141838348	153580160	11741813	2245	54.3
RG	s178223	chrX	153643394	154398192	754799	1326	57.4
RG	s178223	chrX	154428747	155773754	1345008	845	12.5
RG	s178225	chrX	2781927	6383954	3602028	751	56.4
RG	s178225	chrX	8499430	39661174	31161745	7085	47.6
RG	s178225	chrX	40623604	45020522	4396919	956	41.9
RG	s178225	chrX	47171002	49323714	2152713	2349	49.4
RG	s178225	chrX	49830325	52336597	2506273	600	24.9
RG	s178225	chrX	53076652	53394729	318078	279	21.8
RG	s178225	chrX	53421859	70258377	16836519	2951	43.0
RG	s178225	chrX	70448441	119467988	49019548	9598	48.0
RG	s178225	chrX	119539547	120075879	536333	324	24.0
RG	s178225	chrX	120109128	135718947	15609820	3007	52.2
RG	s178225	chrX	135882878	141697361	5814484	1356	50.7
RG	s178225	chrX	141838348	152759368	10921021	1663	50.6
RG	s178225	chrX	152828525	153941361	1112837	1344	60.4
RG	s178225	chrX	153949267	155773754	1824488	1466	49.0
RG	s178226	chrX	3271963	3612307	340345	253	11.0
RG	s178226	chrX	132023398	133952953	1929556	311	13.4
RG	s178226	chrX	149525933	149760789	234857	91	4.5
RG	s178226	chrX	153929867	154295722	365856	354	35.1
RG	s179763	chrX	35800419	36228542	428124	191	7.2
RG	s179763	chrX	47887897	48509347	621451	457	21.1
RG	s179763	chrX	71036567	72298949	1262383	1105	27.7
RG	s179763	chrX	136344375	136535821	191447	214	8.9
RG	s179763	chrX	141838348	142202971	364624	138	24.0
RG	s179763	chrX	143712320	145247516	1535197	41	25.7
RG	s179785	chrX	35800419	36228542	428124	192	7.0
RG	s179785	chrX	39661451	41123388	1461938	338	9.8
RG	s179785	chrX	53380068	55220374	1840307	1530	39.4
RG	s179785	chrX	55718286	63299368	7581083	275	15.6
RG	s179785	chrX	152115127	153418464	1303338	556	40.6
RG	s181379	chrX	26138941	30304418	4165478	305	8.6
RG	s181379	chrX	114630798	119467988	4837191	1218	46.2
RG	s181379	chrX	119539551	135718947	16179397	3345	51.7
RG	s181379	chrX	135906995	136648057	741063	550	32.6
RG	s181379	chrX	137566471	140216143	2649673	442	28.4
RG	s181379	chrX	141838348	147189625	5351278	357	32.9
RG	s30699	chrX	35802123	35919781	117659	29	8.3
RG	s30699	chrX	43683500	44844072	1160573	192	14.7
RG	s30699	chrX	148886021	149482673	596653	60	17.3
RG	s31261	chrX	2781927	5892715	3110789	680	53.4
RG	s31261	chrX	8499430	10138582	1639153	513	43.6
RG	s31261	chrX	10185050	46450251	36265202	7798	53.3
RG	s31261	chrX	46574112	48109911	1535800	1034	35.3
RG	s31261	chrX	48186788	48442338	255551	184	15.7
RG	s31261	chrX	49572259	51332808	1760550	541	34.0
RG	s31261	chrX	53076652	54440241	1363590	1105	28.1
RG	s31261	chrX	54749736	57592318	2842583	767	35.6
RG	s31261	chrX	57908006	70280123	12372118	1272	40.2
RG	s31261	chrX	70448441	72461965	2013525	1410	49.4
RG	s31261	chrX	74521006	85247510	10726505	1506	29.6
RG	s31261	chrX	87517835	107052830	19534996	2756	47.6
RG	s31261	chrX	107065648	119467988	12402341	2975	51.9
RG	s31261	chrX	119539547	135718947	16179401	3304	49.1
RG	s31261	chrX	138632741	141697361	3064621	533	38.3
RG	s31261	chrX	141838348	155997637	14159290	4531	59.8
RG	s31758	chrX	126164500	129448232	3283733	48	4.1
RG	s31758	chrX	130340244	132023554	1683311	281	8.5
RG	s31758	chrX	152828525	153418589	590065	211	25.3
RG	s39446	chrX	585182	2220964	1635783	375	64.8
RG	s39446	chrX	2781927	9914059	7132133	1329	50.1
RG	s39446	chrX	9932108	11254612	1322505	380	21.9
RG	s39446	chrX	11664192	15688707	4024516	1254	43.8
RG	s39446	chrX	15749975	49345692	33595718	8987	49.5
RG	s39446	chrX	49830325	53380007	3549683	953	26.7
RG	s39446	chrX	53421859	64328695	10906837	1943	45.6
RG	s39446	chrX	64917914	73447149	8529236	2914	48.9
RG	s39446	chrX	77962553	107522274	29559722	4119	45.1
RG	s39446	chrX	107714656	119467988	11753333	2720	47.1
RG	s39446	chrX	119539547	129751607	10212061	1692	47.2
RG	s39446	chrX	129753137	135905954	6152818	1680	52.1
RG	s39446	chrX	135906995	136872260	965266	665	31.0
RG	s39446	chrX	137030136	140216143	3186008	451	35.7
RG	s39446	chrX	141838348	155997637	14159290	4535	58.8
RG	s39447	chrX	2898041	7843025	4944985	787	51.8
RG	s39447	chrX	8127064	9759115	1632052	322	35.0
RG	s39447	chrX	9822984	15314259	5491276	1414	23.9
RG	s39447	chrX	15688903	20172668	4483766	1810	42.3
RG	s39447	chrX	21967399	41727020	19759622	3804	46.6
RG	s39447	chrX	44961302	46984916	2023615	399	15.1
RG	s39447	chrX	47198136	48301605	1103470	883	47.0
RG	s39447	chrX	49163888	49247689	83802	322	28.4
RG	s39447	chrX	54749736	80791811	26042076	5484	43.3
RG	s39447	chrX	81115072	119467988	38352917	6473	45.7
RG	s39447	chrX	119616431	135718947	16102517	3263	45.9
RG	s39447	chrX	135882828	136548504	665677	605	26.1
RG	s39447	chrX	141838348	150814879	8976532	1079	35.3
RG	s39447	chrX	151396858	155997637	4600780	3438	51.8
RG	s39588	chrX	143025772	147911925	4886154	279	16.0
