human_gene_id,human_gene_disease_id,entrez_id,gene_symbol,gene_group_id,gene_group,inheritance_pattern,inheritance_type,main_class_type,additional_class_type,additional_class_type_d,main_class_type_g,additional_class_type_g,confidence_criteria_limit_no_patient,sysid_yes_no,disease_subtype,disease_type,alternative_names,additional_references,omim_disease,gene_review,haploinsufficiency_yes_no,clinical_synopsis,human_gene_disease_remark
1581,2004,54802,TRIT1,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"B, E"," B ,  E ",5," B ,  E ",1,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35; COXPD35","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",,28185376,617873,NULL,0,"4 affected from 3 families; developmental delay, epilepsy, microcephaly",
1582,2005,9361,LONP1,10,"Current primary ID genes","Mendelian autosomal",recessive,"4, 8b","A, (G), (L2), (M), T, Ub"," A , ( G ), ( L2 ), ( M ),  T ,  Ub ","4, 8b"," A , ( G ), ( L2 ), ( M ),  T ,  Ub ",0,1,"CODAS SYNDROME","CODAS SYNDROME",,30304514,600373,NULL,0,"intellectual disability, cataracts, delayed tooth eruption, malformed auricles and skeletal abnormalities (epiphyseal ossification, metaphyseal hip dysplasia, and vertebral coronal clefts), craniofacial anomalies, hearing loss, short stature; 1 family with regression, hpyotonia, severe ID, progressive cerebellar atrophy, mitochondrial anomalies",
832,1127,10274,STAG1,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"(A), E, L2, P","( A ),  E ,  L2 ,  P ",5,"( A ),  E ,  L2 ,  P ",0,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 47; MRD47","MENTAL RETARDATION, AUTOSOMAL DOMINANT",,"23020937,28119487",617635,NULL,0,"mild to severe ID, in some epilepsy, MRI anomalies, behavioural issues, feeding difficulties, SGA in some, but postnatal growth, microcephaly in some, but only with deletion",
1586,2009,6324,SCN1B,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"(B), C, E, L2, Ub","( B ),  C ,  E ,  L2 ,  Ub ",2,"( B ),  C ,  E ,  L2 ,  Ub ",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52; EIEE52","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,28218389,617350,NULL,0,"several families: epileptic encephalopathy, severe developmental delay or no milestones, spasticity, kyphoscoliosis, hypotonia, some died early, 2 sibs with microcephaly; unspecific MRI anomalies",
1586,2010,6324,SCN1B,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,2,"( B ),  C ,  E ,  L2 ,  Ub ",0,0,"ATRIAL FIBRILLATION, FAMILIAL, 13; ATFB13","ATRIAL FIBRILLATION, FAMILIAL",,,615377,NULL,0,,
1586,2011,6324,SCN1B,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,2,"( B ),  C ,  E ,  L2 ,  Ub ",0,0,"Brugada syndrome 5","BRUGADA SYNDROME",,,612838,NULL,0,,
1586,2012,6324,SCN1B,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,2,"( B ),  C ,  E ,  L2 ,  Ub ",0,0,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1; GEFSP1","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS",,,604233,NULL,0,,
1587,2013,6336,SCN10A,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"C, E, G, H, Q"," C ,  E ,  G ,  H ,  Q ",2," C ,  E ,  G ,  H ,  Q ",1,1,"epileptic encephalopathy","epileptic encephalopathy",,28078312,NULL,NULL,0,"4 affected from 3 families, developmental delay and ID, progressive neuromuscular symptoms, hypotonia, seizures, 1x early lethality",
1587,3349,6336,SCN10A,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,2," C ,  E ,  G ,  H ,  Q ",0,0,"EPISODIC PAIN SYNDROME, FAMILIAL, 2; FEPS2","EPISODIC PAIN SYNDROME",,,615551,NULL,0,,
1589,2015,6884,TAF13,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, (L2)"," A ,  B , ( L2 )",5," A ,  B , ( L2 )",1,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60; MRT60","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",,28257693,617432,NULL,0,"4 affected from 2 families; mild ID, microcephaly, short stature in some, 2x MRI anomalies, 2 x 1 febrile seizure",
1591,2017,51763,INPP5K,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, E, Q, T"," A ,  B ,  E ,  Q ,  T ",5," A ,  B ,  E ,  Q ,  T ",0,1,"MUSCULAR DYSTROPHY, CONGENITAL, WITH CATARACTS AND INTELLECTUAL DISABILITY; MDCCAID","MUSCULAR DYSTROPHY, CONGENITAL, WITH CATARACTS AND INTELLECTUAL DISABILITY; MDCCAID",,"28190459,28190456",617404,NULL,0,"mild to severe ID, muscular dystrophy, early-onset cataracts, short stature, in some microcephaly and epilepsy",
1187,1559,112939,NACC1,10,"Current primary ID genes","Mendelian autosomal",dominant,2,"A, B, E, T"," A ,  B ,  E ,  T ",2," A ,  B ,  E ,  T ",1,1,"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM","NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM",,"24896178,28132692",617393,NULL,0,"same missense variant in several individuals with profound developmental delay and ID, microcephaly, failure to thrive, epilepsy, stereotypic hand movements, MRI anomalies","1 patient with de novo variant"
1592,2018,5718,PSMD12,10,"Current primary ID genes","Mendelian autosomal",dominant,4,"(E), (H), P, T, V, W","( E ), ( H ),  P ,  T ,  V ,  W ",4,"( E ), ( H ),  P ,  T ,  V ,  W ",1,1,"STANKIEWICZ-ISIDOR SYNDROME; STISS","STANKIEWICZ-ISIDOR SYNDROME; STISS",,28132691,617516,NULL,0,"several deletions and 4 point mutations, ID, behavioural anomalies; cardiac, renal, urogenital, ophtalmologic anomalies, 2x seizures, 2x hypotonia, 2x deafness",
1593,2019,2137,EXTL3,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"A, C, J, U"," A ,  C ,  J ,  U ",4," A ,  C ,  J ,  U ",1,1,"IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES; ISDNA","IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES; ISDNA",,"28132690,28148688",617425,NULL,0,"several families, skeletal dysplasia, disproportionate, short stature, kyphoskolisis, cervical malformations, immunodeficiency, developmental delay, ID, 3x early lethality",
1594,2020,56521,DNAJC12,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"G, H, M"," G ,  H ,  M ",8b," G ,  H ,  M ",0,1,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT; HPANBH4",HYPERPHENYLALANINEMIA,,28132689,617384,NULL,0,"6 affected from 3 families, progressive developmental delay, ID, dystonia, neurotransmitter deficiency, treatable",
1460,1864,253738,EBF3,10,"Current primary ID genes","Mendelian autosomal",dominant,4,"E, H, L1, (W)"," E ,  H ,  L1 , ( W )",4," E ,  H ,  L1 , ( W )",0,1,"HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS","HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS",,"28135719,28017373,28017372",617330,NULL,0,"several individuals; ID, speech delay, ataxia, facial dysmorphism, in a few: seizures, structual CNS anomalies, urogenital anomalies",
1595,2021,4191,MDH2,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"A, E, H, L2, M"," A ,  E ,  H ,  L2 ,  M ",2," A ,  E ,  H ,  L2 ,  M ",1,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 51; EIEE51","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,27989324,617339,NULL,0,"3 unrelated affected, severe psychomotor delay, absent speech, hypotonia, epilepsy, dystonia, elevated lactate, MRI anomalies, failure to thrive, 2x short stature",
1448,1851,7862,BRPF1,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"E, L2"," E ,  L2 ",5," E ,  L2 ",0,1,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP","INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP",,"27939640,27939639,28135719",617333,NULL,0,"several individuals; most de novo, 1 family with inherited mutation; mild to severe ID, language impairment, facial dysmorphism, feeding difficulties, hypotonia, 4/10 seizures, MRI anomalies",
1597,2023,11212,PLPBP,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"B, E, L2"," B ,  E ,  L2 ",5," B ,  E ,  L2 ",0,1,"EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT; EPVB6D","EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT; EPVB6D",,"27912044,30525118",617290,NULL,0,"7 individuals, neonatal onset of seizures; treatable with vitamin B6; delayed psychomotor development in m most patients; acqired microcephaly, MRI anomalies; plus 4 individuals: early onset seizures, variable ID even with early vitamin B6 treatment",
1598,2024,29980,DONSON,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, L2"," A ,  B ,  L2 ",5," A ,  B ,  L2 ",0,1,"MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES; MISSLA","MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES; MISSLA",,28191891,617604,NULL,0,"several families, marked microcephaly, short stature, sekeltal anomalies, some hypoplastic patella, MRI anomalies, mild ID in many, some normal",
1598,2045,29980,DONSON,10,"Current primary ID genes","Mendelian autosomal",recessive,NULL,NULL,,5," A ,  B ,  L2 ",0,0,"MICROCEPHALY-MICROMELIA SYNDROME; MIMIS","MICROCEPHALY-MICROMELIA SYNDROME; MIMIS",,,251230,NULL,0,"pre- or perinatally lethal",
1599,2025,114034,TOE1,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"B, H, L1"," B ,  H ,  L1 ",4," B ,  H ,  L1 ",0,1,"PONTOCEREBELLAR HYPOPLASIA, TYPE 7; PCH7","PONTOCEREBELLAR HYPOPLASIA",,28092684,614969,NULL,0,"developmental dealy, ID, microcephaly, hpyotonia, spasticity, neurological anomalies, cerebral, corpus callosum anomalies, cerebellar hypoplasia, pons hypoplasia",
1600,2026,1281,COL3A1,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"E, L1, L2"," E ,  L1 ,  L2 ",4," E ,  L1 ,  L2 ",1,1,"POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME; PMGEDSV","POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME",,28258187,618343,NULL,1,"4  individuals, polymicrogyria, cobblestone cortex, other MRI anomalies, epilepsy, 3/4 developmental delay",
1600,2027,1281,COL3A1,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,4," E ,  L1 ,  L2 ",0,0,"EHLERS-DANLOS SYNDROME, TYPE IV","EHLERS-DANLOS SYNDROME",,,130050,NULL,1,,
1605,2032,64116,SLC39A8,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"A, H, L2, M, T"," A ,  H ,  L2 ,  M ,  T ",2," A ,  H ,  L2 ,  M ,  T ",0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn; CDG2N","CONGENITAL DISORDER OF GLYCOSYLATION",,"27995398,26637978,26637979",616721,NULL,0,"profound developmental delay and ID, severe hypotonia, cerebellar atrophy, some short stature, strabism",
1611,2038,123263,MTFMT,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"B, H, L2, M"," B ,  H ,  L2 ,  M ",5," B ,  H ,  L2 ,  M ",0,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",,,614947,26425749,0,"several families, encephalomyopathic phenotype,  delayed psychomotor development, retardation, gait ataxia, and hypotonia. microcephaly. nystagmus and spasticity. increased serum and CSF lactate, mitochondrial complex I deficiency, MRI anomalies, a few died early",
1612,2039,10293,TRAIP,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, (C), L2"," A ,  B , ( C ),  L2 ",5," A ,  B , ( C ),  L2 ",1,1,"SECKEL SYNDROME 9; SCKL9","SECKEL SYNDROME",,,616777,NULL,0,"3 unrelated individuals, IUGR, short stature, microcephaly, mild to moderate developmental delay, dysmorphism, MRI anomalies, early lethality in 1-2",
1613,2041,203068,TUBB,10,"Current primary ID genes","Mendelian autosomal",dominant,1,"B, L1"," B ,  L1 ",1," B ,  L1 ",1,1,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6; CDCBM6","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ",,,615771,27010057,0,"3 individuals, severe delayed psychmotor development, microcephaly, various brain malformations",
1613,2042,203068,TUBB,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,1," B ,  L1 ",0,0,"SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1; CSCSC1","SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL",,,156610,NULL,0,,
1616,2047,7707,ZNF148,10,"Current primary ID genes","Mendelian autosomal",dominant,1,"A, B, L1, V, W"," A ,  B ,  L1 ,  V ,  W ",1," A ,  B ,  L1 ,  V ,  W ",1,1,"GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF","GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF",,27964749,617260,NULL,0,"4 affected; moderate ID, short stature, acquired/progressive microcephaly, dysmorphism, MRI: HCC or ACC; 2x heart anomaly, 2x multicystic kidney",
1617,2048,9373,PLAA,10,"Current primary ID genes","Mendelian autosomal",recessive,"1, 2","B, C, E, G, H, L1, L2, (U)"," B ,  C ,  E ,  G ,  H ,  L1 ,  L2 , ( U )","1, 2"," B ,  C ,  E ,  G ,  H ,  L1 ,  L2 , ( U )",0,1,"NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN ANOMALIES; NDMSBA","NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN ANOMALIES; NDMSBA",,"28413018,28007986",617527,NULL,0,"severe delay, profound ID, progressive microcephaly and spasticity, seizures, optic atrophy, MRI: leukencephalopathy and structural anomalies, seizures in some, sekeltal deformities,  dysmorphic features, early lethality in some",
1618,2049,50651,SLC45A1,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"E, P"," E ,  P ",2," E ,  P ",1,1,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES; IDDNPF","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES; IDDNPF",,28434495,617532,NULL,0,"4 affected from 2  families: moderate ID, 3/4 mild seizures, neuropsychiatric anomalies, obsessive-compulsive behavior, autistic features, somtimes mild dymorphism",
854,1149,7528,YY1,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"A, L2, P, U"," A ,  L2 ,  P ,  U ",5," A ,  L2 ,  P ,  U ",0,1,"GABRIELE-DE VRIES SYNDROME; GADEVS","GABRIELE-DE VRIES SYNDROME; GADEVS",,"21076407,28575647",617557,31145572,0,"11 affected: variable ID, behavioral problems, mild IUGR, feeding problems, movement anomalies, dysmorphic facial features, mild skeletal anomalies, 5x unspecific MRI anomalies",
1619,2050,56479,KCNQ5,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"E, H"," E ,  H ",5," E ,  H ",1,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 46; MRD46","MENTAL RETARDATION, AUTOSOMAL DOMINANT",,28669405,617601,NULL,0,"4 affected: mild to severe ID (correlating with seizures), limited or absent speech, 2x severe seizures, hypotonia or ataxic gait",
1620,2051,51633,OTUD6B,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, E, H, L2, P"," A ,  B ,  E ,  H ,  L2 ,  P ",5," A ,  B ,  E ,  H ,  L2 ,  P ",0,1,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA","INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA",,28343629,617452,NULL,0,"9 affected from 5 families: developmental delay, mild to severe ID, early-onset seizures, dysmorphism, hypotonia, nonambulatory, IUGR, poor growth, microcephaly, spasticity and autistic features in some, MRI: unspecific changes; 4x heart defect, 3x cryptorchidism",
1621,2052,58497,PRUNE1,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"A, B, E, G, H, L2"," A ,  B ,  E ,  G ,  H ,  L2 ",2," A ,  B ,  E ,  G ,  H ,  L2 ",0,1,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES; NMIHBA","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES; NMIHBA",,28334956,617481,NULL,0,"severe neurodevelopmental and neurodegenerative, profound delay and ID from the beginning, microcephaly, poor growth, dysmorphism, hypotonia, spasticity, MRI: unspecific anomalies; seizures in some",
1622,2053,8506,CNTNAP1,10,"Current primary ID genes","Mendelian autosomal",recessive,1,"C, E, H, L1, L2, U"," C ,  E ,  H ,  L1 ,  L2 ,  U ",1," C ,  E ,  H ,  L1 ,  L2 ,  U ",0,1,"LETHAL CONGENITAL CONTRACTURE SYNDROME 7; LCCS7","LETHAL CONGENITAL CONTRACTURE SYNDROME",,"28254648,28374019",616286,NULL,0,"several families: severe ID, MRI: hypomyelinating leukodystrophy,  HCC, cerebral and cerebellar atrophy;  peripheral neuropathy of sensory-motor type, arthrogryposis; seizures in some, early lethality in many, 2x cleft palate",
1626,2058,10381,TUBB3,10,"Current primary ID genes","Mendelian autosomal",dominant,4,"(B), (E), H, L1, T","( B ), ( E ),  H ,  L1 ,  T ",4,"( B ), ( E ),  H ,  L1 ,  T ",0,1,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1; CDCBM1","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ",,20829227,614039,NULL,0,"mild to severe ID, strabismus, axial hypotonia, and spasticity, MRI: variable malformations of cortical development, strabism, 2/9 seizures, 2/9 microcephaly",
1626,2059,10381,TUBB3,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,4,"( B ), ( E ),  H ,  L1 ,  T ",0,0,"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT; CFEOM3A","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT",,,600638,NULL,0,,
1627,2060,790,CAD,10,"Current primary ID genes","Mendelian autosomal",recessive,8b,"C, E, G, H, M, R"," C ,  E ,  G ,  H ,  M ,  R ",8b," C ,  E ,  G ,  H ,  M ,  R ",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50; EIEE50","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,"28007989,32820246",616457,NULL,0,"progressive, neurometabolic, delayed, early-onset psychomotor development, early-onset seizures, severe developmental regression, and normocytic anemia. favorable response to treatment with uridine, lethality in some; 20 patients: frequent movement disorder, midler courses with isolated and/or mild ID can occur, possibly neonatal seizures",
1630,2063,55656,INTS8,10,"Current primary ID genes","Mendelian autosomal",recessive,1,"B, E, L1, T"," B ,  E ,  L1 ,  T ",1," B ,  E ,  L1 ,  T ",1,1,"intellectual disability","intellectual disability",,28542170,NULL,NULL,0,"3 sibs from one family: severe cognitive delay, microcephaly, MRI: cerebellar hypoplasia, nodular heterotopia,  3 seizures, 2/3 optic atrophy",
1631,2064,26173,INTS1,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"H, P, T, U, W"," H ,  P ,  T ,  U ,  W ",2," H ,  P ,  T ,  U ,  W ",1,1,"NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES; NDCAGF","NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES",,"28542170,30622326,31428919",618571,NULL,0,"8 patients: severe cognitive delay, absent or severely reduced speech, abnormal gait, hypotonia, 3/8 autism, 8/8 cataract, 3/8 renal malformations, 5 pectus deformity, 3xfeeding problems, other dysmorphism and skeletal anomalies",
1632,2065,3766,KCNJ10,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"E, H, L2"," E ,  H ,  L2 ",5," E ,  H ,  L2 ",1,1,"SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES","SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES",,,612780,NULL,0,"delayed psychomotor development, seizures in infancy,  ataxia, sensorineural hearing loss, electrolyte imbalance, MRI anomalies in some",
840,1135,2890,GRIA1,10,"Current primary ID genes","Mendelian autosomal",dominant,6,P," P ",6," P ",1,1,"intellectual disability","intellectual disability",,"23033978,28628100",NULL,NULL,0,"5 patients: mild to moderate ID, ASD, ADHD, 1/5 seizures; 1 patient: severe ID",
956,1280,3192,HNRNPU,10,"Current primary ID genes","Mendelian autosomal",dominant,"1, 2","E, H, L2, P, (V), (W)"," E ,  H ,  L2 ,  P , ( V ), ( W )","1, 2"," E ,  H ,  L2 ,  P , ( V ), ( W )",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 54; EIEE54","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,"28283832,32319732",617391,NULL,0,"truncating variants in > 20 patients: facial dysmorphism, 19% microcephaly, seizures in almost all, moderate to severe ID, 10% developmental regression, behavioural anomalies, hyperventilation, rare limb, renal or cardiac anomalies, MRI anomalies",
1636,2069,9487,PIGL,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"E, S, T"," E ,  S ,  T ",4," E ,  S ,  T ",1,1,"COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME","COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME",,"28371479,25706356",280000,NULL,0,"ID, coloboma, heart defects, migratory ichthyosiform dermatosis, ear anomalies, dysmorphism,  seizures in some, 1x heart defect, 1x cleft palate; 1 patient with MABRY syndrome",
857,1152,23152,CIC,10,"Current primary ID genes","Mendelian autosomal",dominant,5,"E, L2, P"," E ,  L2 ,  P ",5," E ,  L2 ,  P ",1,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 45; MRD45","MENTAL RETARDATION, AUTOSOMAL DOMINANT",,"21076407,28288114",617600,NULL,0,"1 patient with severe ID, 5 patients with developmental delay, variable ID, behavioural disorders, autistic features, attention deficit, hyperactivity; developmental regression in some, 3/5 seizures, 3/5 MRI: non specific white matter anomalies",
1641,2075,122553,TRAPPC6B,10,"Current primary ID genes","Mendelian autosomal",recessive,2,"B, E, H, P"," B ,  E ,  H ,  P ",2," B ,  E ,  H ,  P ",1,1,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND BRAIN ATROPHY; NEDMEBA","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND BRAIN ATROPHY; NEDMEBA",,"28626029,28397838",617862,NULL,0,"6 affected from 3 families: severe ID, no or very limited speech, microcephaly, epilepsy, autistic features, tremor, hypotonia, 1 family with non syndromic ID",
1137,1498,57122,NUP107,10,"Current primary ID genes","Mendelian autosomal",recessive,8a,"B, W"," B ,  W ","5, 8a"," A ,  B ,  L2 ,  Ua ,  W ",1,1,"NEPHROTIC SYNDROME, TYPE 11; NPHS11","NEPHROTIC SYNDROME",,"25558065,28280135",616730,NULL,0,"9 patients with nephrotic syndrome, 3 families with nephrotic syndrome, microcephaly, developmental delay",
1137,2954,57122,NUP107,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"A, B, L2, Ua, W"," A ,  B ,  L2 ,  Ua ,  W ","5, 8a"," A ,  B ,  L2 ,  Ua ,  W ",0,1,"GALLOWAY-MOWAT SYNDROME 7; GAMOS7","Galloway-Mowat syndrome",,,618348,NULL,0,"several families: nephrotic syndrome, microcephaly, short stature, mild ID, skeletal anomalies, MRI anomalies",
1646,2080,6712,SPTBN2,10,"Current primary ID genes","Mendelian autosomal",recessive,5,"G, H, (P)"," G ,  H , ( P )",5," G ,  H , ( P )",0,1,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE",,28636205,615386,NULL,0,"3 families: developmental delay, ID, early onset ataxia, nystagmus, behavioral and speech problems",
1646,2081,6712,SPTBN2,10,"Current primary ID genes","Mendelian autosomal",dominant,NULL,NULL,,5," G ,  H , ( P )",0,0,"SPINOCEREBELLAR ATAXIA 5; SCA5","SPINOCEREBELLAR ATAXIA ",,,600224,NULL,0,,
1647,2082,8473,OGT,10,"Current primary ID genes","Mendelian X-linked","not sure","4, 5","B, H, W"," B ,  H ,  W ","4, 5"," B ,  H ,  W ",1,1,"MENTAL RETARDATION, X-LINKED 106; MRX106","MENTAL RETARDATION, X-LINKED",,"28584052,28302723",300997,NULL,0,"5 males: variable ID and variable minor other anomalies such as neurological problems, urogenital anomalies, microcephaly",
1649,2084,84314,TMEM107,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"H, L1, T, Ua"," H ,  L1 ,  T ,  Ua ",4," C ,  H ,  L1 ,  T ,  Ua ",1,1,"OROFACIODIGITAL SYNDROME XVI; OFD16","OROFACIODIGITAL SYNDROME",,28289185,617563,NULL,0,"3 families: developmental delay, ID, polydactyly, dysmorphism, hypotonia, ataxia, dyspraxia, retinopathy, apnea, molar tooth sign in some",
1649,2085,84314,TMEM107,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"C, H, L1, T"," C ,  H ,  L1 ,  T ",4," C ,  H ,  L1 ,  T ,  Ua ",1,1,"Meckel syndrome 13","MECKEL SYNDROME",,,617562,NULL,0,"lethality in 2 sibs, 1 patient with Joubert syndrome",
1652,2088,3008,H1-4,10,"Current primary ID genes","Mendelian autosomal",dominant,5,F," F ",5," F ",1,1,"RAHMAN SYNDROME; RMNS","RAHMAN SYNDROME; RMNS",,28475857,617537,33270410,0,"5 patients: variable ID, facial dysmorphism, overgrowth and or macrocephaly in some, variable additional features",
1653,2089,80210,ARMC9,10,"Current primary ID genes","Mendelian autosomal",recessive,4,"H, L1, T, Ua"," H ,  L1 ,  T ,  Ua ",4," H ,  L1 ,  T ,  Ua ",0,1,"JOUBERT SYNDROME 30; JBTS30","JOUBERT SYNDROME",,28625504,617622,NULL,0,"11 affected from 8 families: retinal dystrophy, brain anomalies, synpolydactly, isolated neurological involvement",
